refcode,BG_PBE,CBM_PBE,VBM_PBE,Direct_PBE
DICHUV_FSR,2.815706,3.4758940000000003,0.660188,False
DICJUW_FSR,2.894838,1.903234,-0.991604,True
DICKOR_FSR,2.658918,1.1608209999999999,-1.498097,True
DICKUX_FSR,2.782911,0.942282,-1.840629,True
DICVEQ_FSR,0.694652,1.621365,0.9267129999999999,False
DICVOC_FSR,0.644975,1.256995,0.61202,True
DICVUI_FSR,0.101316,0.935694,0.8343780000000001,False
DIDDIE_FSR,1.108064,-1.4015389999999999,-2.509603,True
DIDDOK_FSR,1.4814450000000001,-2.243313,-3.724758,False
DIDFIH_FSR,2.301631,2.627671,0.32604,False
DIDKAC_FSR,4.269946,4.158069,-0.111877,False
DIDKEJ_FSR,1.554967,2.997856,1.4428889999999999,False
DIDNOV_FSR,1.434157,2.427858,0.9937010000000001,False
DIDQEM_FSR,4.521627,3.083917,-1.43771,True
DIDSEP_FSR,2.344808,2.0992759999999997,-0.24553200000000003,False
DIDYOG_FSR,0.814395,3.040167,2.225772,False
DIDYUM_FSR,0.410297,1.906811,1.496514,False
DIFHUY_FSR,0.666484,-0.046051999999999996,-0.712536,True
DIFJIO_FSR,0.703327,0.514838,-0.18848900000000002,True
DIFRIU01_FSR,1.614271,3.247639,1.633368,False
DIFSER_FSR,1.535882,3.859211,2.323329,False
DIFSUH_FSR,2.6683470000000002,3.994497,1.32615,True
DIFTOD_FSR,2.806356,3.0584729999999998,0.252117,False
DIFTUJ_FSR,4.570437999999999,3.7360279999999997,-0.83441,False
DIFXAT_FSR,1.555138,1.633281,0.07814299999999999,False
DIFXUN_FSR,1.807725,0.37819200000000003,-1.429533,False
DIGFIL_FSR,3.063491,0.821799,-2.241692,False
DIGROC_FSR,0.8408979999999999,1.2355639999999999,0.39466599999999996,False
DIGTEU_FSR,3.805108,4.048718,0.24361,False
DIGTOE_FSR,4.263634,4.199064,-0.06457,False
DIGTUK_FSR,4.179995,4.485002,0.30500700000000003,False
DIHFAD_FSR,0.9564549999999999,1.537676,0.581221,True
DIHHOS_FSR,0.02068,1.191941,1.171261,False
DIHJEL_FSR,1.527628,3.139637,1.612009,False
DIHQAP_FSR,1.413916,1.4948620000000001,0.080946,True
DIHQET_FSR,1.0438100000000001,1.879519,0.835709,True
DIHROE_FSR,2.945817,2.425348,-0.520469,False
DIHSAR_FSR,2.8548270000000002,3.490673,0.635846,True
DIHWAV_FSR,2.5122880000000003,2.315235,-0.197053,False
DIJCAB_FSR,2.2281150000000003,2.099181,-0.128934,False
DIJCEF_FSR,2.227122,2.11199,-0.115132,False
DIJCOP_FSR,0.489196,2.5852619999999997,2.096066,False
DIJSIY_FSR,2.210593,2.748542,0.537949,False
DIJZOM_FSR,1.6399650000000001,1.8860759999999999,0.24611100000000002,True
DIJZUS_FSR,4.0704709999999995,4.042169,-0.028301999999999997,True
DIKPUJ_FSR,2.913765,2.504856,-0.408909,True
DIKQET03_FSR,3.3483370000000003,2.448761,-0.899576,False
DIKQEU_FSR,3.06432,2.5190490000000003,-0.545271,False
DIKQIX_FSR,3.239991,2.675843,-0.564148,True
DIKRAR_FSR,0.8882610000000001,0.394822,-0.493439,False
DIKRUL_FSR,3.6799910000000002,2.690771,-0.9892200000000001,True
DIKXIF_FSR,0.7243350000000001,1.597617,0.873282,True
DIKZED_FSR,0.9882709999999999,2.387695,1.399424,True
DILDEI_FSR,2.9555689999999997,2.194419,-0.76115,True
DILFIO_FSR,2.274655,3.9208010000000004,1.6461459999999999,True
DILGIP_FSR,3.639645,4.439744,0.800099,False
DILPAR_FSR,1.5240770000000001,2.261676,0.737599,False
DILXIH_FSR,2.152069,1.8611240000000002,-0.290945,False
DIMBIM_FSR,1.3037530000000002,2.638522,1.334769,False
DIMBUY_FSR,2.610709,2.092031,-0.518678,True
DIMCAF_FSR,2.624102,1.974064,-0.650038,True
DIMCOT_FSR,2.709229,2.197625,-0.511604,False
DIMGEO_FSR,2.2399009999999997,1.350602,-0.889299,False
DIMKAN_FSR,3.066801,2.1146279999999997,-0.9521729999999999,True
DIMPUM_FSR,0.371741,0.252042,-0.119699,False
DIMQOH_FSR,0.705928,-0.016308,-0.722236,True
DINDAH_FSR,2.4087080000000003,2.398598,-0.01011,True
DINDIP_FSR,1.935661,1.590968,-0.34469299999999997,False
DINDUZ_FSR,4.002985,5.83608,1.8330950000000001,False
DINMUK_FSR,0.37196799999999997,1.7954759999999998,1.423508,False
DINQOG_FSR,0.429766,2.702887,2.2731209999999997,False
DINQUM_FSR,0.7484729999999999,2.385549,1.637076,False
DINTID_FSR,0.7097180000000001,2.62816,1.9184419999999998,True
DINYEG_FSR,1.1733639999999999,1.332141,0.158777,True
DIPFIR_FSR,1.161398,3.29555,2.134152,True
DIPKIW_FSR,1.4770510000000001,3.011637,1.534586,False
DIPNOG_FSR,3.43358,1.875516,-1.558064,False
DIPPOJ_FSR,0.391014,0.9338040000000001,0.54279,False
DIPQIE_FSR,2.989608,3.412038,0.42243,True
DIPROL_FSR,1.736925,1.504349,-0.23257600000000003,False
DIPRUR_FSR,1.7743759999999997,1.5752629999999999,-0.199113,True
DIQJOF08_FSR,1.9843529999999998,2.088711,0.10435799999999999,False
DIQNUO_FSR,2.977733,2.559682,-0.418051,False
DIQTUV_FSR,2.657708,5.365067,2.707359,False
DIQXOQ_FSR,2.8380360000000002,2.286099,-0.551937,False
DIRNEX_FSR,2.451495,1.555893,-0.895602,True
DIRXIO_FSR,3.7243160000000004,3.675814,-0.048501999999999997,False
DISBIT_FSR,2.255875,2.486829,0.230954,False
DISJIA_FSR,3.6778370000000002,2.720663,-0.957174,True
DISJOG_FSR,3.6680940000000004,2.709197,-0.9588969999999999,True
DISPON_FSR,2.4121580000000002,1.6981380000000001,-0.71402,True
DISPUT_FSR,2.175626,1.929721,-0.245905,False
DISROO_FSR,2.066975,3.0339419999999997,0.966967,True
DISYOU01_FSR,0.843224,1.2356049999999998,0.392381,True
DITBEQ_FSR,2.026911,1.072463,-0.954448,True
DITJEX_FSR,2.6254779999999998,3.011454,0.38597600000000004,False
DITJEY_FSR,3.008645,0.617055,-2.3915900000000003,True
DITNOL_FSR,3.5634550000000003,3.163375,-0.40008,False
DITPON_FSR,1.470017,3.284645,1.814628,True
DITROP_FSR,3.12042,2.580231,-0.540189,False
DITTAC_FSR,2.100638,2.644906,0.544268,False
DITZEM_FSR,2.97483,2.29906,-0.67577,False
DIVFIZ_FSR,0.498518,1.8380130000000001,1.339495,False
DIVMIF_FSR,0.250483,2.7336240000000003,2.483141,True
DIVMOL_FSR,0.259362,2.695878,2.436516,True
DIVPOP_FSR,3.355654,2.538422,-0.817232,False
DIWCAO_FSR,2.7512689999999997,2.26234,-0.488929,True
DIWCES_FSR,1.588518,3.481384,1.892866,True
DIWCUJ_FSR,1.210272,2.3315189999999997,1.1212469999999999,False
DIWDIY_FSR,1.806843,2.785098,0.9782549999999999,False
DIWLIG_FSR,2.580981,2.523485,-0.057496000000000005,False
DIWZER_FSR,2.662866,3.558468,0.895602,False
DIXCET_FSR,2.948984,2.351155,-0.5978289999999999,False
DIXFOH_FSR,1.641825,0.9913629999999999,-0.650462,True
DIXGOG_FSR,2.9703720000000002,2.9207110000000003,-0.049661000000000004,False
DIXJIF_FSR,2.256775,0.745935,-1.51084,True
DIXKUR01_FSR,2.895557,4.038678,1.1431209999999998,False
DIXKUR_FSR,2.838612,3.995574,1.156962,False
DIXPEH01_FSR,1.8769930000000001,1.691055,-0.18593800000000002,False
DIXPIL01_FSR,1.867692,2.151956,0.28426399999999996,False
DIYFEX_FSR,4.61421,2.899466,-1.7147439999999998,False
DIYHAV_FSR,1.695898,2.627585,0.931687,False
DIYJUQ03_FSR,5.135822,3.7509879999999995,-1.3848340000000001,False
DIYTAI_FSR,3.16075,2.498348,-0.662402,False
DIYXER_FSR,3.211323,2.039745,-1.171578,False
DIYYIW_FSR,3.513457,3.547961,0.034504,False
DIZDAT_FSR,1.3386959999999999,0.628726,-0.70997,True
DIZWEP_FSR,0.860771,2.183926,1.3231549999999999,False
DIZYIV_FSR,1.08546,2.9587939999999997,1.873334,False
DIZYOB_FSR,1.229187,3.184888,1.955701,False
DIZYUH_FSR,3.169921,2.230057,-0.9398639999999999,True
DIZZUI_FSR,2.115934,1.695597,-0.420337,False
DOBFAC_FSR,1.146871,1.954805,0.807934,True
DOBFIK_FSR,0.303748,1.9556900000000002,1.6519419999999998,False
DOBFUW_FSR,0.9256129999999999,1.389276,0.463663,True
DOBJIN01_FSR,2.57324,2.463811,-0.109429,False
DOBKAG01_FSR,0.394366,1.897939,1.503573,False
DOBKEK01_FSR,1.4508020000000001,2.198095,0.747293,True
DOCGAG_FSR,2.719589,2.4017630000000003,-0.317826,False
DOCHEJ_FSR,1.9637240000000002,1.635433,-0.328291,False
DOCHIN_FSR,2.085691,1.638875,-0.446816,True
DOCHOT_FSR,1.966346,1.5684790000000002,-0.397867,True
DOCHUZ_FSR,1.9842369999999998,1.527264,-0.45697299999999996,False
DOCJEL_FSR,0.976332,1.6060530000000002,0.629721,False
DOCPOB_FSR,1.290368,-0.390805,-1.681173,False
DOCQOC_FSR,1.316724,0.097733,-1.218991,False
DOCYAW_FSR,0.252517,2.62275,2.3702330000000003,False
DODGUY_FSR,3.2023200000000003,3.144259,-0.058061,True
DODJIQ_FSR,2.250086,1.958064,-0.292022,False
DODJUC_FSR,0.003175,1.2937530000000002,1.290578,False
DODLUE_FSR,4.028255000000001,3.265343,-0.762912,False
DODNIU_FSR,2.022611,1.639419,-0.38319200000000003,False
DODPAO_FSR,3.5243589999999996,2.863,-0.661359,False
DODPIV_FSR,1.035277,1.136736,0.10145900000000001,False
DODQIX_FSR,1.1409850000000001,2.621184,1.480199,False
DOFHIQ01_FSR,0.714435,1.174964,0.460529,True
DOFWIF_FSR,1.270852,1.684982,0.41413,False
DOFWUR_FSR,1.238877,1.106108,-0.132769,True
DOGMES_FSR,1.09079,1.035591,-0.055199,False
DOGROI_FSR,2.786447,2.755091,-0.031356,True
DOGYUU01_FSR,0.70877,2.149058,1.440288,False
DOGZEF_FSR,3.128606,2.589597,-0.539009,True
DOGZIJ_FSR,2.510634,1.9150209999999999,-0.5956130000000001,True
DOGZUV_FSR,1.553464,1.037405,-0.516059,True
DOHBOS_FSR,1.985108,1.395644,-0.589464,False
DOHFOW_FSR,3.576257,2.696837,-0.8794200000000001,False
DOHGAK_FSR,0.255227,0.199697,-0.055529999999999996,False
DOHGEO_FSR,1.70597,0.9066360000000001,-0.799334,True
DOHJOZ01_FSR,3.314135,2.770769,-0.543366,True
DOHKOD_FSR,2.085339,2.593065,0.507726,True
DOHLAQ_FSR,0.7291850000000001,1.750949,1.021764,False
DOHPAS_FSR,2.4191380000000002,1.596668,-0.82247,True
DOHQIB_FSR,1.774836,2.2423,0.46746400000000005,False
DOHRAU_FSR,0.8771469999999999,1.779188,0.902041,True
DOHVOM_FSR,2.886603,3.003873,0.11727,False
DOJBEK_FSR,3.2953589999999995,3.548394,0.253035,True
DOJHOC_FSR,3.1443790000000003,2.442966,-0.7014130000000001,False
DOJKEU_FSR,0.731002,1.9530290000000001,1.222027,False
DOJNAT_FSR,3.2195720000000003,2.993144,-0.22642800000000002,False
DOJWAB_FSR,3.5900489999999996,2.566949,-1.0231,False
DOKCOW_FSR,2.120695,2.945266,0.8245709999999999,True
DOKDEN_FSR,0.585902,-1.9418259999999998,-2.5277279999999998,True
DOKJIX_FSR,2.633422,2.09875,-0.534672,False
DOKPAV_FSR,1.7340849999999999,1.950291,0.21620599999999998,True
DOKPOI01_FSR,0.746975,0.393345,-0.35363,True
DOKSUT_FSR,3.018568,2.5098439999999997,-0.508724,False
DOKTAA_FSR,2.792196,2.437573,-0.354623,False
DOKTEE_FSR,2.4430099999999997,2.43729,-0.00572,False
DOLCUD_FSR,0.941866,0.556465,-0.38540100000000005,True
DOLDUE_FSR,0.057305999999999996,4.125178,4.067872,False
DOLSEE_FSR,0.8434379999999999,1.433226,0.589788,False
DOLZEL_FSR,1.7615560000000001,2.186617,0.42506099999999997,True
DOMRII_FSR,3.093366,2.4631279999999998,-0.630238,False
DOMYUA_FSR,1.608731,0.9029209999999999,-0.70581,False
DONNEA_FSR,2.7989290000000002,2.2407340000000002,-0.558195,True
DOPKOK_FSR,0.9154680000000001,1.281828,0.36635999999999996,True
DOPLEB_FSR,3.45661,2.756882,-0.699728,True
DOPQEE01_FSR,1.6746619999999999,3.479172,1.8045099999999998,False
DOPTAF_FSR,2.353026,2.275585,-0.077441,False
DOPTIM_FSR,3.2548619999999997,3.6169540000000002,0.362092,True
DOPVUA_FSR,2.841646,2.388027,-0.45361899999999994,False
DOPYAJ_FSR,2.687184,1.9742509999999998,-0.712933,False
DOPYIR01_FSR,2.4575400000000003,1.797675,-0.6598649999999999,True
DOPYIR_FSR,2.264423,1.7374,-0.5270229999999999,False
DOPZAK_FSR,1.963282,2.357971,0.394689,False
DOQBAN_FSR,0.6334029999999999,1.126816,0.493413,False
DOQGIZ_FSR,0.018703,1.456864,1.438161,False
DOQGUM_FSR,3.3739199999999996,3.6724879999999995,0.298568,True
DOQHEX_FSR,3.3511550000000003,3.102893,-0.24826199999999998,True
DOQHIB_FSR,3.3417,3.112428,-0.22927199999999998,True
DOQHOH_FSR,3.3445949999999995,3.131348,-0.213247,True
DOQLEC01_FSR,3.211637,2.763166,-0.448471,False
DOQLIG_FSR,3.1583930000000002,3.228109,0.069716,False
DOQLOM_FSR,3.303836,3.1992849999999997,-0.104551,False
DOQLUS_FSR,3.2909370000000004,3.5092589999999997,0.218322,False
DOQMAX_FSR,3.5162419999999996,2.307057,-1.209185,False
DOQMEB_FSR,3.509524,2.2068950000000003,-1.302629,False
DOQROQ_FSR,0.786092,2.501748,1.715656,False
DORFIA_FSR,1.382785,1.447898,0.065113,True
DORFOG_FSR,4.870128,3.5407260000000003,-1.329402,False
DORFUN_FSR,2.294225,1.425344,-0.8688809999999999,True
DORQAD01_FSR,2.1528150000000004,1.418534,-0.7342810000000001,True
DORQAD_FSR,1.950191,1.17645,-0.773741,True
DORREI_FSR,5.709182,4.915487000000001,-0.7936949999999999,False
DORVUD_FSR,0.455004,0.992341,0.537337,False
DORWAK_FSR,0.204866,0.683951,0.47908500000000004,False
DORWEO_FSR,0.461131,0.9600120000000001,0.498881,False
DORYUG_FSR,0.81592,0.488543,-0.327377,True
DOSFUM_FSR,4.736433,4.553243,-0.18319000000000002,True
DOSHID_FSR,3.5483019999999996,2.619447,-0.9288549999999999,True
DOSRAF_FSR,3.210116,3.003247,-0.206869,False
DOSREJ_FSR,2.9728209999999997,2.247155,-0.725666,True
DOSWIS_FSR,3.091952,2.430157,-0.661795,False
DOSWOY_FSR,3.097978,2.438591,-0.659387,False
DOSWUE_FSR,3.056912,2.495155,-0.561757,False
DOTCOF_FSR,2.0162619999999998,1.4776790000000002,-0.538583,False
DOTFUO_FSR,2.435748,2.628942,0.193194,False
DOTSOV01_FSR,0.886534,-2.59646,-3.482994,True
DOTTAI_FSR,2.97796,2.557521,-0.420439,False
DOTYUI_FSR,0.122751,0.030632999999999997,-0.09211799999999999,False
DOTZIX_FSR,0.214375,0.279738,0.065363,False
DOVNUY_FSR,0.075295,1.2465979999999999,1.171303,False
DOVQAI_FSR,0.839153,3.152484,2.3133310000000002,True
DOVWUH_FSR,0.6099829999999999,1.137353,0.52737,True
DOWCOJ_FSR,3.247489,1.962018,-1.2854709999999998,True
DOWDAW_FSR,0.40012800000000004,1.110999,0.710871,True
DOWHII_FSR,0.981626,0.8230219999999999,-0.158604,False
DOWYET_FSR,3.6907629999999996,2.742902,-0.9478610000000001,False
DOXKAD_FSR,3.232082,2.888591,-0.343491,False
DOYBEA_FSR,2.868877,-0.181319,-3.050196,False
DOYBUQ01_FSR,1.214883,2.218511,1.003628,True
DOYWOE_FSR,0.769131,1.737324,0.9681930000000001,True
DOYYEW_FSR,2.566184,3.475225,0.909041,True
DOYYOG_FSR,2.5779650000000003,3.092619,0.514654,True
DOYZAT_FSR,2.63866,3.078017,0.439357,True
DOYZUN_FSR,3.8536309999999996,3.3797669999999997,-0.473864,False
DOYZUO_FSR,2.222789,2.261086,0.038297000000000005,False
DOZBAX_FSR,2.254003,2.274032,0.020028999999999998,True
DOZBEB_FSR,2.200187,2.219667,0.01948,False
DOZBOK_FSR,3.4490160000000003,2.786107,-0.662909,False
DOZCIE_FSR,3.8198519999999996,3.3175160000000004,-0.502336,False
DOZCUQ01_FSR,3.034565,2.179106,-0.855459,True
DOZNUC_FSR,1.801093,3.034208,1.233115,True
DOZQUF_FSR,1.031987,1.956478,0.924491,False
DOZZOI_FSR,3.284829,3.381375,0.096546,False
DPPOPB10_FSR,3.8920879999999998,3.3423,-0.549788,True
DUBFIQ_FSR,2.224718,2.11117,-0.113548,False
DUBFOW_FSR,2.226043,2.008323,-0.21771999999999997,False
DUBGAJ_FSR,2.22607,1.9907979999999998,-0.23527199999999998,False
DUBGEN_FSR,2.219223,2.017228,-0.201995,False
DUBNEV_FSR,0.362059,1.816455,1.454396,False
DUBWIH_FSR,3.397204,3.107776,-0.289428,True
DUBWOO_FSR,2.628748,3.7261269999999995,1.097379,True
DUBZUW_FSR,1.759771,2.468,0.708229,False
DUCHIS01_FSR,2.449939,4.062233999999999,1.612295,True
DUCQAU_FSR,3.093139,2.4529349999999996,-0.640204,False
DUCREZ_FSR,2.686525,1.676675,-1.00985,True
DUDLIY_FSR,0.664188,-0.237015,-0.9012030000000001,False
DUFGIW_FSR,0.07510599999999999,0.859891,0.7847850000000001,False
DUFHAP_FSR,1.642098,4.359131,2.7170330000000003,False
DUFMIC_FSR,1.141788,2.650217,1.508429,False
DUFROM_FSR,3.080135,3.5693349999999997,0.4892,True
DUFXOT_FSR,3.073544,2.152102,-0.921442,True
DUGBAK_FSR,2.801358,2.239203,-0.5621550000000001,False
DUGFIW_FSR,2.197741,1.8621,-0.33564099999999997,True
DUGPUR_FSR,4.186005000000001,5.064939,0.878934,False
DUHDOA_FSR,1.9369150000000002,2.043684,0.106769,False
DUHFIW_FSR,3.325674,2.271664,-1.0540100000000001,True
DUHHUK_FSR,2.9067220000000002,2.532036,-0.374686,False
DUHLIC_FSR,2.910304,2.519327,-0.390977,False
DUHPUS_FSR,2.2851369999999998,2.484618,0.199481,False
DUHPUT_FSR,0.846484,0.12266800000000001,-0.723816,True
DUHQON_FSR,0.9535819999999999,1.2834450000000002,0.329863,False
DUJDAP_FSR,2.787795,0.7336590000000001,-2.054136,False
DUJPEF_FSR,2.3202979999999997,2.064522,-0.255776,False
DUJRAD_FSR,0.991182,0.107011,-0.8841709999999999,True
DUJVOV_FSR,2.404455,2.544665,0.14021,False
DUJVUB_FSR,2.41075,1.8878409999999999,-0.5229090000000001,False
DUJWIP_FSR,3.587769,2.624596,-0.963173,True
DUKPIJ_FSR,2.481257,2.6021490000000003,0.12089200000000001,True
DUKPIK_FSR,1.104192,1.887803,0.783611,False
DUKPOP_FSR,2.485793,2.5891610000000003,0.103368,True
DUKROR_FSR,0.766306,1.257148,0.490842,True
DUKSAE_FSR,1.509706,3.1605939999999997,1.6508880000000001,False
DUKWUD_FSR,0.777778,0.9650200000000001,0.18724200000000002,False
DUKXAK_FSR,4.047283,3.9987660000000003,-0.048517000000000005,False
DUKXEO_FSR,0.63,1.780082,1.150082,True
DUKXOY_FSR,4.076459,2.567866,-1.508593,True
DUKXUE_FSR,0.813423,1.666541,0.853118,False
DUKYAL_FSR,0.387545,1.42555,1.0380049999999998,False
DUKYEP_FSR,4.0443169999999995,3.344839,-0.6994779999999999,False
DUKYOZ_FSR,2.945232,2.544683,-0.400549,True
DUKYUF_FSR,2.58236,3.8634199999999996,1.28106,False
DUKZEP_FSR,2.616011,1.9294419999999999,-0.686569,False
DUKZOA_FSR,2.066438,2.3013619999999997,0.23492399999999997,False
DULCIY_FSR,3.1221650000000003,2.390174,-0.731991,True
DULDOF_FSR,1.6690639999999999,2.617216,0.948152,False
DULNAA_FSR,3.9188379999999996,1.633256,-2.285582,False
DULSIN01_FSR,4.625935,4.12913,-0.496805,True
DULSIN_FSR,4.582097,4.03372,-0.548377,False
DULVEM_FSR,3.502239,3.43117,-0.07106900000000001,False
DULWAJ_FSR,2.27927,2.185021,-0.094249,True
DULWIR_FSR,3.040595,4.28139,1.240795,False
DULXEP_FSR,3.8810260000000003,2.9995689999999997,-0.8814569999999999,True
DUMFEY_FSR,0.897545,0.5295890000000001,-0.367956,False
DUMGAU_FSR,3.2839970000000003,3.041932,-0.242065,False
DUMHEZ_FSR,0.358036,1.956176,1.59814,False
DUMHUP_FSR,1.715316,1.927584,0.21226799999999998,False
DUMMAB_FSR,0.926745,1.405182,0.478437,False
DUMXEQ_FSR,2.7603459999999997,1.023141,-1.7372049999999999,False
DUNLAB_FSR,0.6646989999999999,0.718119,0.05342,False
DUNLIJ_FSR,0.609326,0.6430600000000001,0.033734,False
DUNLOP_FSR,0.7470439999999999,0.845576,0.09853200000000001,True
DUPMAD_FSR,2.152142,2.162402,0.01026,True
DUPMEH_FSR,2.494765,2.503327,0.008562,False
DUPMOR_FSR,4.2757760000000005,3.239907,-1.0358690000000002,False
DUPPOU_FSR,2.608323,3.5339980000000004,0.925675,False
DUPRUC_FSR,1.540459,2.159366,0.618907,False
DUPSIR_FSR,3.102424,2.181991,-0.920433,False
DUPSUD_FSR,3.3595050000000004,2.551217,-0.808288,False
DUPTUE_FSR,0.7983979999999999,2.473061,1.674663,False
DUPWOB_FSR,3.1105669999999996,2.553491,-0.557076,True
DUQCAU_FSR,3.219096,2.150123,-1.068973,True
DUQSEO_FSR,3.506962,2.828477,-0.678485,False
DUQSUE_FSR,2.1661759999999997,2.0127040000000003,-0.153472,False
DUQVAN01_FSR,2.413479,2.5392,0.125721,True
DUQYIY_FSR,1.638466,2.052338,0.413872,False
DURGAY_FSR,4.773436,3.035348,-1.738088,False
DURGIH_FSR,2.441279,2.569227,0.127948,False
DURKIL_FSR,0.219313,1.4762979999999999,1.256985,True
DURKOR_FSR,1.590335,2.986351,1.396016,False
DURMAF_FSR,2.133989,1.6623860000000001,-0.471603,False
DURMEJ_FSR,3.584361,3.5070019999999995,-0.077359,False
DURTEQ_FSR,1.764229,2.6247279999999997,0.860499,False
DURVUI_FSR,2.884799,2.578588,-0.306211,True
DUTMOU10_FSR,2.820694,3.0455240000000003,0.22483000000000003,False
DUVLOX_FSR,3.202919,2.8999,-0.303019,True
DUVLUD_FSR,3.48277,3.3068839999999997,-0.175886,False
DUVMIR_FSR,3.124361,3.491711,0.36735,False
DUVPAN_FSR,2.551599,2.646103,0.09450399999999999,False
DUVPER_FSR,2.279212,2.6863799999999998,0.407168,False
DUWBAA_FSR,1.659023,2.6528400000000003,0.9938170000000001,True
DUWFEI_FSR,2.398273,3.393939,0.9956659999999999,False
DUWHOU_FSR,2.778388,1.9521990000000002,-0.826189,False
DUWHUA_FSR,2.312232,2.004534,-0.307698,False
DUWJAI_FSR,3.089817,2.7933369999999997,-0.29648,False
DUWKAJ_FSR,3.169249,2.7785189999999997,-0.39073,False
DUWQAO_FSR,2.315029,1.8813349999999998,-0.43369399999999997,False
DUWQIW_FSR,0.40057,3.105276,2.7047060000000003,False
DUWRAP_FSR,0.634356,0.737628,0.103272,True
DUWRET_FSR,3.337626,2.3755669999999998,-0.962059,True
DUWRUJ_FSR,2.746047,2.529728,-0.216319,True
DUWSAQ_FSR,2.735439,2.5227720000000002,-0.212667,True
DUWSOE_FSR,1.614339,1.3911719999999999,-0.223167,False
DUWSUK_FSR,1.8332259999999998,1.877259,0.044032999999999996,True
DUWTOG_FSR,4.345165,3.8799919999999997,-0.46517299999999995,True
DUWWOH03_FSR,4.182668,3.50215,-0.6805180000000001,False
DUWXID_FSR,1.65999,0.59268,-1.06731,False
DUXBAA_FSR,2.188776,1.478215,-0.710561,False
DUXBEE_FSR,2.113244,1.40345,-0.7097939999999999,False
DUXBII_FSR,2.103014,1.51509,-0.587924,False
DUXKIR_FSR,1.129416,1.7980650000000002,0.6686489999999999,False
DUXLEO_FSR,1.8846319999999999,1.637697,-0.246935,True
DUXMIT_FSR,1.07521,1.776598,0.701388,False
DUXSOF_FSR,0.773302,0.86487,0.091568,False
DUXTAS_FSR,2.174136,1.4156870000000001,-0.7584489999999999,False
DUXTOG_FSR,2.358829,1.608419,-0.75041,False
DUXTUM_FSR,2.4472080000000003,1.4830290000000002,-0.9641790000000001,False
DUXZEC_FSR,1.380562,3.272208,1.891646,False
DUYHOW_FSR,2.422539,2.7028380000000003,0.28029899999999996,True
DUYJOY_FSR,2.453278,2.4092729999999998,-0.044005,True
DUYPEU_FSR,0.461466,2.384179,1.9227130000000001,False
DUYPUK_FSR,0.9134459999999999,2.553641,1.640195,False
DUYVAW_FSR,2.673102,2.1373130000000002,-0.5357890000000001,False
DUYVEA_FSR,1.9043189999999999,1.221954,-0.682365,True
DUYYUR_FSR,2.599384,2.702693,0.103309,True
DUZJAK_FSR,2.198131,2.114534,-0.083597,True
DUZJIS_FSR,2.159423,1.387823,-0.7716,False
DUZSIC_FSR,2.270553,2.857536,0.586983,False
DUZTAV_FSR,2.351798,2.5561380000000002,0.20434000000000002,False
DUZVEB_FSR,0.714372,0.621318,-0.093054,False
DUZWAY_FSR,3.425672,3.521046,0.095374,False
DUZWEC_FSR,3.5039260000000003,3.206603,-0.297323,False
DUZWOM_FSR,1.726689,1.63412,-0.09256900000000001,False
EBALIF_FSR,2.94001,2.661782,-0.27822800000000003,True
EBAMUQ_FSR,1.8931099999999998,1.788988,-0.104122,True
EBANAY_FSR,2.996073,2.4197830000000002,-0.57629,False
EBANAZ_FSR,3.4026389999999997,2.411282,-0.9913569999999999,False
EBAQOP_FSR,2.000781,2.75238,0.751599,False
EBASIK_FSR,0.90369,1.0451780000000002,0.141488,False
EBASOR_FSR,0.749171,1.85191,1.102739,True
EBASUX01_FSR,0.555349,1.6631259999999999,1.107777,False
EBAVAG_FSR,2.850351,2.427203,-0.42314799999999997,True
EBAWAI_FSR,0.9235389999999999,2.269805,1.346266,True
EBEMEE_FSR,1.059864,0.15506099999999998,-0.904803,False
EBEMII_FSR,1.6396380000000002,0.9444889999999999,-0.695149,False
EBEMUU_FSR,4.961968,4.5216650000000005,-0.440303,True
EBEPAE_FSR,1.8220720000000001,2.124299,0.302227,False
EBEREK_FSR,3.212487,2.548092,-0.664395,False
EBEWOZ_FSR,3.451443,0.356957,-3.094486,False
EBEXEQ_FSR,3.5568980000000003,1.514947,-2.0419509999999996,False
EBEZAO_FSR,4.607926,3.758897,-0.849029,True
EBIBAU_FSR,2.919771,3.247895,0.32812399999999997,False
EBICOK_FSR,2.855061,2.492122,-0.362939,False
EBICUQ_FSR,2.858849,2.390551,-0.46829799999999994,False
EBIFAY_FSR,2.541531,2.830466,0.288935,False
EBIGUT_FSR,0.599304,2.821097,2.221793,False
EBIKIK_FSR,0.613745,2.056455,1.44271,True
EBINEK_FSR,0.9745799999999999,0.9679049999999999,-0.006675,False
EBIPEM_FSR,0.957952,1.25229,0.294338,False
EBIQIR_FSR,3.419401,2.649274,-0.770127,False
EBIRAK_FSR,3.224866,2.640491,-0.584375,False
EBIROY_FSR,3.316734,3.0051419999999998,-0.311592,False
EBIRUE_FSR,3.2784440000000004,2.522891,-0.7555529999999999,False
EBISEP_FSR,2.930701,3.154632,0.223931,False
EBISEQ_FSR,2.980194,1.494006,-1.4861879999999998,True
EBISOA_FSR,3.015905,1.840268,-1.175637,False
EBITAM_FSR,1.871764,2.401182,0.529418,False
EBIVAO_FSR,1.2254180000000001,1.2334100000000001,0.007992,True
EBIVES_FSR,1.4129200000000002,1.766388,0.353468,False
EBIVUI_FSR,4.525614,4.021775,-0.503839,True
