refcode,VBM,CBM,BG
FEFPAJ_FSR,0.900266,3.2896370000000004,2.389371
FEFTER_FSR,0.602653,1.515835,0.9131819999999999
FEFWOF_FSR,-0.280264,2.7016459999999998,2.98191
FEFXEW_FSR,-0.563866,2.473432,3.037298
FEGFAA_FSR,0.512191,2.404995,1.8928040000000002
FEHGUX_FSR,-0.289523,1.4150909999999999,1.7046139999999999
FEHHEI_FSR,-1.7517939999999999,0.550847,2.302641
FEHJIN01_FSR,-0.410257,3.176518,3.5867750000000003
FEHKUB_FSR,1.9809830000000002,2.521593,0.5406100000000003
FEHLAI_FSR,1.543625,2.2214150000000004,0.6777899999999999
FEJGAD01_FSR,-0.186441,1.927301,2.113742
FEJGEH_FSR,-2.1722200000000003,0.273541,2.445761
FEJJUB_FSR,-0.252332,2.158234,2.4105659999999998
FEJKAI_FSR,1.487087,1.720996,0.2339089999999999
FEJROE_FSR,-0.23841199999999999,2.638416,2.876828
FEJXAU01_FSR,0.5525899999999999,1.4110129999999999,0.8584229999999999
FEJXUO_FSR,1.504874,2.1026290000000003,0.5977549999999998
FEJYAV_FSR,1.291202,2.1164669999999997,0.8252650000000001
FEJYEZ_FSR,1.6472930000000001,1.773109,0.12581600000000015
FEJYID01_FSR,0.01931,3.085284,3.065974
FEKDAA_FSR,2.1073939999999998,3.591531,1.4841369999999996
FELBAC_FSR,0.44836400000000004,3.5985660000000004,3.150202
FELBEG_FSR,-0.020306,2.735681,2.7559869999999997
FELFUA_FSR,0.25249099999999997,0.877383,0.624892
FELFUY_FSR,0.583356,2.861071,2.277715
FELJAJ_FSR,-0.26454,3.0400169999999997,3.304557
FELJAK_FSR,-0.128866,2.771086,2.899952
FELMIU_FSR,-0.734691,1.923052,2.657743
FELMOA_FSR,-0.398599,1.710148,2.108747
FELQUL_FSR,0.136012,2.797787,2.661775
FELRAR_FSR,-2.082552,0.738658,2.8212099999999998
FELTEX_FSR,-0.42038000000000003,2.214094,2.634474
FELVEY_FSR,0.185789,1.988218,1.802429
FELXAV_FSR,-0.8501540000000001,1.065784,1.915938
FELXEA_FSR,-0.152147,3.70695,3.859097
FELXEB_FSR,0.347571,2.69486,2.347289
FELXIE_FSR,-0.141094,3.3147919999999997,3.455886
FELYEB_FSR,-0.747606,1.8194080000000001,2.567014
FELZOM_FSR,-0.739901,2.875833,3.615734
FEMTIB_FSR,0.018296,0.968173,0.9498770000000001
FEMTOJ_FSR,0.800709,1.5907120000000001,0.7900029999999999
FENBIM_FSR,0.969475,2.03131,1.061835
FENBUW_FSR,0.123347,3.107966,2.984619
FENBUY_FSR,-0.485731,3.149644,3.635375
FENCEJ_FSR,0.280967,3.326246,3.0452790000000003
FENRUM_FSR,-0.021065,3.234505,3.25557
FENSUN01_FSR,2.1938619999999998,3.132683,0.938821
FENSUN_FSR,1.97384,3.164509,1.1906689999999998
FENTAW_FSR,0.287706,3.003006,2.7153
FENTEY_FSR,-0.767273,2.292539,3.059812
FEPCEK_FSR,0.5153909999999999,2.434804,1.919413
FEPCIO_FSR,0.945436,2.968963,2.023527
FEPFIS_FSR,0.095428,2.214864,2.119436
FEPPAU_FSR,2.289125,2.787209,0.498084
FEPPOI_FSR,1.1311719999999998,3.6316040000000003,2.500432
FEPTAW_FSR,-0.390129,2.860415,3.2505439999999997
FEPTEA_FSR,-0.383727,2.732712,3.116439
FEPTIE_FSR,0.019522,2.920359,2.900837
FEQREA_FSR,0.6683819999999999,3.917632,3.24925
FEQSOK_FSR,-0.898776,1.9829290000000002,2.8817049999999997
FEQSUQ_FSR,0.9086870000000001,3.128488,2.219801
FEQVAA_FSR,-0.355402,3.142754,3.498156
FEQYOP01_FSR,-0.21671500000000002,2.1416470000000003,2.358362
FERDOY_FSR,0.7828890000000001,3.388447,2.6055580000000003
FERMIZ_FSR,1.7372130000000001,1.763842,0.026629000000000014
FERVOP_FSR,-0.523551,0.396503,0.920054
FESVOQ03_FSR,-0.14174,2.525002,2.6667419999999997
FETDUE_FSR,0.060496,3.258873,3.1983770000000002
FETHES_FSR,0.580589,3.4027260000000004,2.822137
FETHIW_FSR,1.525506,3.7909879999999996,2.265482
FETHUI_FSR,0.072529,2.941176,2.868647
FETJOE_FSR,0.017564,2.587915,2.570351
FETLUM_FSR,2.045079,3.189207,1.1441280000000005
FETMOH_FSR,0.084254,3.597124,3.5128699999999995
FEVGIZ_FSR,1.286424,3.3755800000000002,2.089156
FEVGOF_FSR,1.108743,3.4213660000000004,2.312623
FEVRED_FSR,-0.42035200000000006,0.662248,1.0826
FEVROP_FSR,-1.1141299999999998,1.318281,2.432411
FEWFIY_FSR,-0.620544,2.418083,3.038627
FEWFOE_FSR,-0.602381,2.437407,3.039788
FEWHAS_FSR,0.46968699999999997,1.820309,1.350622
FEWRAB_FSR,1.737513,2.781021,1.043508
FEWTEI_FSR,-0.135717,1.8646080000000003,2.000325
FEWTOS_FSR,0.465607,2.45463,1.989023
FEXHOG01_FSR,-0.013838,0.8713559999999999,0.885194
FEXVUA_FSR,1.56166,2.512553,0.950893
FEYCOE_FSR,2.788217,2.80594,0.017723000000000155
FEYDAP_FSR,-0.220557,2.5238099999999997,2.744367
FEYPEF_FSR,0.672914,3.23559,2.5626759999999997
FEYPIJ_FSR,0.23753200000000002,2.926565,2.689033
FEYPUX_FSR,-1.212599,1.49273,2.705329
FEYSIM_FSR,1.336808,2.256583,0.919775
FEZBUI_FSR,-0.732147,2.574408,3.3065550000000004
FEZFAT_FSR,1.4760799999999998,1.8511080000000002,0.3750279999999999
FEZMUT_FSR,0.41319799999999995,1.61648,1.203282
FEZTEL_FSR,0.619256,3.3078760000000003,2.6886200000000002
FEZWEN_FSR,-0.568192,2.120947,2.689139
FEZWEO_FSR,0.168515,3.0964150000000004,2.9279
FIBFEC_FSR,-0.10555199999999999,1.880095,1.985647
FIBHIJ_FSR,-0.6375609999999999,1.544894,2.182455
FIBHOQ_FSR,-0.002448,3.8641349999999997,3.8665830000000003
FIBJAE_FSR,0.524887,3.845036,3.320149
FIBJEG_FSR,-0.608409,2.229387,2.837796
FIBKIL_FSR,0.105886,3.71098,3.605094
FIBKOR_FSR,-0.323144,2.324937,2.6480810000000004
FIBMIO_FSR,1.103804,2.714525,1.6107209999999998
FIBMOU_FSR,-0.10476300000000001,4.152927,4.25769
FIBMUA_FSR,0.952109,1.894713,0.942604
FIBSOZ_FSR,1.945213,2.762164,0.8169509999999998
FIBXIA_FSR,1.1725079999999999,3.380304,2.207796
FICKEJ_FSR,-0.681442,1.9391150000000001,2.620557
FICNEK01_FSR,0.496883,4.5992370000000005,4.102353999999999
FIDTIX_FSR,-0.820197,3.126692,3.946889
FIDWEU_FSR,0.409581,2.531248,2.1216670000000004
FIDWEX_FSR,-0.562898,1.7914740000000002,2.354372
FIDWIY_FSR,0.424005,2.529848,2.105843
FIDXIC_FSR,0.8873639999999999,1.776643,0.8892789999999999
FIFZEA_FSR,1.6728330000000002,2.921453,1.24862
FIFZOJ10_FSR,0.9893129999999999,1.610028,0.620715
FIFZUP10_FSR,1.140102,1.9006439999999998,0.760542
FIGHAF_FSR,0.522025,2.269397,1.747372
FIGHEJ_FSR,0.091749,1.847235,1.755486
FIGREU_FSR,0.313021,0.77068,0.457659
FIGXAU_FSR,-0.6472859999999999,3.918363,4.565649
FIGXEY_FSR,-0.696645,3.888208,4.584853
FIGXOK_FSR,0.32705100000000004,1.282807,0.9557559999999999
FIHBAB_FSR,1.824423,2.220584,0.3961610000000002
FIHBIJ_FSR,0.8793620000000001,1.791653,0.912291
FIHCEG_FSR,-0.351145,2.0754099999999998,2.426555
FIHLEP01_FSR,-2.1017189999999997,1.139931,3.24165
FIHLEP_FSR,-2.072482,0.8726649999999999,2.945147
FIHVUO_FSR,0.650832,3.079798,2.428966
FIHWOK_FSR,1.418075,2.647723,1.2296479999999999
FIHXUQ_FSR,-0.041203,2.3244700000000003,2.365673
FIHYAX_FSR,0.443571,2.172448,1.7288770000000002
FIHYAY_FSR,-0.17261300000000002,3.219175,3.3917879999999996
FIHYOM_FSR,-0.8457040000000001,2.0948439999999997,2.940548
FIJCAE_FSR,-1.236211,0.857281,2.093492
FIJCEI_FSR,-0.907593,1.213526,2.1211189999999998
FIJFAG_FSR,-0.541928,3.7236480000000003,4.2655759999999985
FIJFUA_FSR,-0.499675,1.7088330000000003,2.208508
FIJNOC_FSR,-0.351065,2.127311,2.4783760000000004
FIJNUI_FSR,-0.724015,1.7696619999999998,2.493677
FIJPAQ_FSR,-0.60728,1.269102,1.876382
FIJPEU_FSR,-0.717874,2.05343,2.771304
FIJRAS_FSR,-0.338375,2.711136,3.0495110000000003
FIJROG_FSR,0.40203099999999997,1.8074540000000001,1.405423
FIJSAU_FSR,0.44656899999999994,2.390289,1.94372
FIJXON_FSR,0.210024,2.494582,2.284558
FIKDAG_FSR,-0.010762,0.9365030000000001,0.9472649999999999
FIKGUB_FSR,0.675868,1.030932,0.35506399999999994
FIKKOC01_FSR,1.970382,3.20483,1.2344479999999998
FIKKUH_FSR,0.758862,3.191545,2.4326830000000004
FIKNAP_FSR,1.5899,2.291411,0.701511
FIKROI_FSR,-0.530699,1.8381319999999999,2.368831
FIKRUO_FSR,-0.525798,1.824873,2.3506709999999997
FIKSAV_FSR,-0.566257,1.761686,2.3279430000000003
FIKSID_FSR,-0.13063,3.343176,3.4738059999999997
FIKXUU_FSR,-0.37940100000000004,3.109624,3.4890250000000003
FILCIN_FSR,0.159625,3.0399849999999997,2.88036
FILSAV01_FSR,0.46686400000000006,0.977925,0.511061
FILYIJ_FSR,0.681022,2.921039,2.240017
FIMDAG_FSR,0.573585,1.3785120000000002,0.8049270000000001
FIMDAI_FSR,-0.31602199999999997,1.8963150000000002,2.212337
FIMDEK_FSR,0.9255209999999999,1.767812,0.8422909999999999
FIMJIW_FSR,-0.279084,1.384711,1.6637950000000001
FIMJOC01_FSR,-0.5822430000000001,1.4050040000000001,1.9872470000000002
FIMJOC_FSR,-0.53233,1.73925,2.2715799999999997
FIMJUJ_FSR,-0.743691,0.603813,1.347504
FIMKEU_FSR,-1.0724280000000002,0.150323,1.222751
FIMMUL_FSR,-0.391271,2.708546,3.0998170000000003
FIMNAS_FSR,-0.679066,2.460825,3.1398909999999995
FIMYIL_FSR,-0.38209,2.735475,3.1175650000000004
FINNAS_FSR,-0.167049,2.299147,2.466196
FINQEA_FSR,-0.200272,4.567044,4.767316
FINTOO_FSR,0.642854,1.666679,1.023825
FINYOS_FSR,-0.680863,2.587551,3.268414
FINYUY_FSR,-0.9015770000000001,2.389626,3.291203
FIPFIU03_FSR,-0.17216199999999998,2.441672,2.613834
FIPFOB_FSR,0.22027800000000003,2.311773,2.091495
FIPGOB01_FSR,-0.405585,1.868909,2.274494
FIPHOD_FSR,0.708982,1.202467,0.493485
FIPJAR01_FSR,-0.61238,2.1258,2.73818
FIPMIB_FSR,0.11193,3.0057259999999997,2.893796
FIPMUN_FSR,-0.404787,2.688232,3.093019
FIPNAU_FSR,-0.443619,2.661467,3.105086
FIPNIC_FSR,-0.395458,2.685,3.080458
FIPNOI_FSR,-0.394328,2.702184,3.096512
FIPNUO_FSR,-0.38219200000000003,2.719776,3.101968
FIPWOS_FSR,-1.415427,2.92505,4.340477
FIPWUY_FSR,-1.429085,2.9045240000000003,4.333609
FIPXEJ_FSR,-1.310613,2.601917,3.9125300000000003
FIQBOW_FSR,-1.178477,1.784389,2.962866
FIQBOX01_FSR,0.076627,2.280179,2.203552
FIQFUH_FSR,0.188572,1.094918,0.906346
FIQGEU_FSR,-0.521094,2.581258,3.102352
FIQHAR_FSR,-0.5102369999999999,1.889662,2.399899
FIQPAZ_FSR,-1.527799,1.108891,2.63669
FIQPED_FSR,-0.44042299999999995,2.3924689999999997,2.8328919999999997
FIQPON_FSR,-2.024925,0.52949,2.554415
FIQYOV01_FSR,-1.2564440000000001,1.559124,2.815568
FIQZEM_FSR,-0.186323,2.484697,2.67102
FIQZIP_FSR,-0.9604590000000001,3.53376,4.494219
FIQZOV_FSR,-0.495225,4.141757,4.636982
FIRBOX02_FSR,-0.37761100000000003,0.8791120000000001,1.256723
FIRDAO_FSR,-0.833541,1.9543220000000001,2.787863
FIRFIX_FSR,-0.954678,1.5447229999999998,2.4994009999999998
FIRGIW_FSR,-0.579492,4.162843,4.742335
FIRGUK_FSR,2.7415979999999998,3.18787,0.446272
FIRQAA_FSR,1.49275,1.7979889999999998,0.30523900000000004
FIRQUU_FSR,-0.370771,2.879117,3.249888
FIRVOT_FSR,0.8130470000000001,1.581225,0.7681780000000001
FIRWAH_FSR,-0.09574099999999999,2.027603,2.123344
FIRWOU_FSR,-0.49283699999999997,2.514522,3.007359
FIRXIP_FSR,-0.161827,3.6860169999999997,3.847844
FIRZAJ_FSR,1.087958,3.172114,2.084156
FISDIU_FSR,-0.503417,3.093134,3.5965510000000003
FISHOH_FSR,0.604282,3.7986190000000004,3.194337
FISHUL_FSR,-0.666048,1.439705,2.105753
FISNUT_FSR,-1.697601,-0.065074,1.6325269999999998
FISPIJ_FSR,2.124078,2.6832689999999997,0.5591910000000002
FISPOP_FSR,1.766792,2.598769,0.8319770000000001
FISPUV_FSR,1.5876709999999998,3.2679709999999997,1.6803
FITCUJ_FSR,-2.024883,2.3282689999999997,4.353152
FITDAQ_FSR,-2.013734,2.38826,4.401994
FITDEU_FSR,-0.479976,3.573148,4.0531239999999995
FITDUK_FSR,-0.418004,1.7040830000000002,2.122087
FITFIA01_FSR,-1.7629419999999998,2.572173,4.335115
FITFOG_FSR,0.06336699999999999,4.044034,3.980667
FITTEH_FSR,1.603901,3.0874080000000004,1.483507
FIVCIX_FSR,1.315724,2.419521,1.103797
FIVHOI_FSR,-1.4746709999999998,1.187147,2.661818
FIVJAW_FSR,0.801053,1.3495540000000001,0.5485009999999999
FIVJEA_FSR,-1.466086,2.658821,4.124907
FIVNAZ_FSR,-2.941697,0.735222,3.6769190000000003
FIVPIK_FSR,1.316598,2.637564,1.320966
FIVTOU_FSR,0.142768,3.0062279999999997,2.86346
FIVYOZ_FSR,-1.951343,0.870087,2.8214300000000003
FIWBAO_FSR,1.1493010000000001,4.273405,3.1241040000000004
FIWVAK_FSR,0.601809,1.352258,0.7504489999999999
FIXBUL_FSR,0.826298,1.656381,0.8300830000000001
FIXCAS_FSR,-0.31854899999999997,0.6124029999999999,0.930952
FIXCEW_FSR,0.11628699999999999,0.8400129999999999,0.723726
FIXGAV_FSR,-0.237025,2.384513,2.621538
FIXGEZ_FSR,-0.347221,2.322063,2.669284
FIXJUS_FSR,0.47611499999999995,2.6011740000000003,2.125059
FIXPEI_FSR,-0.27420500000000003,2.89412,3.168325
FIYJOP_FSR,0.022838999999999998,4.582415,4.559576
FIYKAA02_FSR,0.442615,1.050658,0.6080430000000001
FIYQIO_FSR,-0.620761,4.044447,4.665208
FIZBEV01_FSR,0.9274309999999999,1.7669599999999999,0.8395290000000001
FIZKUV_FSR,0.661095,1.751112,1.090017
FIZSUE_FSR,2.567755,4.8190349999999995,2.2512800000000004
FOBGEJ_FSR,2.552554,3.183066,0.630512
FOBGOT_FSR,0.136006,0.9698979999999999,0.8338920000000001
FOBXOL_FSR,-0.343148,2.2076,2.550748
FOBYAX_FSR,0.17943199999999998,3.146134,2.966702
FOCKEP_FSR,0.7294930000000001,1.751377,1.021884
FOCLOB_FSR,-1.240336,2.134114,3.37445
FOCMAM_FSR,0.832025,1.764545,0.9325200000000001
FOCMEQ_FSR,1.186655,1.931152,0.7444970000000001
FOCNIX_FSR,-0.8036810000000001,1.108117,1.9117979999999999
FOCSUN_FSR,0.813381,1.553855,0.740474
FOCTEY_FSR,0.370055,3.256472,2.886417
FOCTIC_FSR,1.4304,3.72654,2.2961400000000003
FOCVUQ_FSR,1.086594,3.4700550000000003,2.383461
FOCYUT_FSR,-1.054648,1.4141139999999999,2.468762
FOCZAA_FSR,-1.1505459999999998,1.317282,2.467828
FOCZOO_FSR,-0.930834,2.008768,2.939602
FODBOR_FSR,-0.634134,2.327393,2.9615270000000002
FODBUX_FSR,-0.552519,2.767833,3.320352
FODDAF_FSR,-1.2337870000000002,2.470724,3.704511
FODDOT_FSR,1.098635,2.521825,1.4231900000000002
FODFIP_FSR,-0.291161,2.129143,2.4203040000000002
FODFOV_FSR,-0.969834,1.320241,2.290075
FODGUB01_FSR,-0.424158,2.232782,2.65694
FODGUB02_FSR,-0.473228,2.29475,2.7679780000000003
FODGUC_FSR,-0.682531,0.182971,0.865502
FODHEM_FSR,1.682922,2.332404,0.6494819999999999
FODHIQ_FSR,1.004704,1.420132,0.4154279999999999
FODJAL_FSR,-0.674188,0.125002,0.7991900000000001
FODLEQ03_FSR,1.0308760000000001,2.282865,1.2519890000000002
FODREX_FSR,1.228915,3.265845,2.03693
FODRIA_FSR,-0.346121,2.407694,2.7538150000000003
FODROG_FSR,-0.005886,2.435692,2.441578
FODROH_FSR,-0.029069,2.0223240000000002,2.051393
FODSAT_FSR,-0.010503,2.474936,2.485439
FODVEA_FSR,1.326225,1.867415,0.5411900000000001
FODVEB_FSR,-0.059495000000000006,1.80255,1.862045
FOFGUD_FSR,1.3827690000000001,3.7211089999999998,2.3383400000000005
FOFWII_FSR,0.494263,1.68012,1.185857
FOGSOL_FSR,-0.233821,2.954958,3.1887790000000003
FOGXAB_FSR,-0.593167,2.565035,3.158202
FOGXEF_FSR,1.474773,2.019504,0.5447310000000001
FOHCAH_FSR,0.248908,3.7223629999999996,3.4734550000000004
FOHCIP_FSR,-0.8500979999999999,1.813116,2.663214
FOHKUJ_FSR,-0.6177779999999999,2.961278,3.5790559999999996
FOHMAQ_FSR,1.7690299999999999,3.9536660000000006,2.184636
FOHMUM_FSR,1.7157959999999999,2.0346189999999997,0.3188230000000001
FOHNAT_FSR,-0.19058599999999998,3.037245,3.227831
FOJBOX_FSR,-0.800341,2.46948,3.269821
FOJGIV_FSR,0.694991,1.5393809999999999,0.8443900000000001
FOJKIA_FSR,-1.791939,0.957483,2.749422
FOJQAY_FSR,0.047048,2.350536,2.303488
FOJVUX_FSR,-0.990534,1.5848389999999999,2.575373
FOJWAE_FSR,-0.9722879999999999,2.033455,3.005743
FOJZEL_FSR,-0.239271,1.62707,1.866341
FOKBIS_FSR,-0.28969,1.589001,1.8786909999999999
FOKGOD_FSR,-0.03252,2.9908759999999996,3.023396
FOKHIW_FSR,0.388102,1.729226,1.341124
FOLBAJ_FSR,2.302824,4.116511,1.813687
FOMNOM_FSR,-0.088055,1.873745,1.9618
FOMTEH_FSR,0.225622,1.0770030000000002,0.8513809999999999
FOMTUX_FSR,-0.315146,2.499572,2.814718
FOMXOV_FSR,-0.57138,2.506241,3.0776209999999997
FONKEA_FSR,-1.272453,1.798671,3.071124
FONQOP01_FSR,-0.7356050000000001,2.47749,3.213095
FONYOY_FSR,1.5518809999999998,3.527875,1.975994
FOPJUR_FSR,0.6953560000000001,1.5702909999999999,0.8749350000000001
FOPLAZ_FSR,1.0823399999999999,1.952854,0.8705139999999999
FOPNEE_FSR,0.633731,2.387179,1.753448
FOPVUC_FSR,-0.9191549999999999,1.619838,2.538993
FOQBAP_FSR,1.666714,2.133228,0.4665139999999999
FOQSAG_FSR,-0.010577,3.816422,3.826999
FOQSEK_FSR,2.240909,4.545646,2.304737
FOQSIO_FSR,1.874107,4.228869,2.3547620000000005
FOQTIP_FSR,1.248641,3.8644839999999996,2.615843
FORWUF01_FSR,1.623008,1.655488,0.032480000000000064
FORZAO_FSR,0.9710110000000001,3.293979,2.3229680000000004
FORZES_FSR,0.919638,3.3974889999999998,2.477851
FOSMEH_FSR,-0.273011,3.096623,3.3696339999999996
FOSQEK_FSR,1.525364,2.714757,1.189393
FOSQIO_FSR,2.227786,2.5657419999999997,0.3379560000000001
FOSQOU_FSR,0.882654,1.412468,0.529814
FOSQUA_FSR,0.87892,2.607798,1.728878
FOSZIY_FSR,-0.08343099999999999,3.215198,3.298629
FOTNEJ_FSR,0.5346390000000001,2.098652,1.5640129999999999
FOTPOV_FSR,1.7805509999999998,2.710331,0.9297799999999999
FOVMOS01_FSR,0.969937,1.390588,0.4206509999999999
FOVPIR_FSR,-0.08797100000000001,2.5732,2.661171
FOWDEA10_FSR,0.362768,3.236284,2.873516
FOWGII_FSR,-0.483224,2.404953,2.888177
FOWJIL_FSR,-0.032904,2.464982,2.4978860000000003
FOWKEI_FSR,-0.33916399999999997,1.780198,2.119362
FOWTIW_FSR,-0.417405,2.342171,2.759576
FOWXOG01_FSR,1.754588,3.953779,2.199191
FOWYOH_FSR,1.5568469999999999,3.8734900000000003,2.316643
FOWZIC_FSR,0.954224,3.2751810000000003,2.320957
FOXBEB_FSR,0.03702,3.054661,3.017641
FOXCUQ_FSR,-0.133377,2.982238,3.115615
FOXGEF_FSR,-1.025499,2.088551,3.11405
FOXQAL_FSR,0.23044099999999998,1.067663,0.8372219999999999
FOXQOZ_FSR,-0.873692,2.427823,3.301515
FOXQUF_FSR,1.005243,2.291195,1.285952
FOXRAM_FSR,0.407119,1.539091,1.131972
FOXSAN_FSR,-0.508825,1.63788,2.146705
FOXYOH_FSR,-0.463607,2.08938,2.552987
FOXZAU_FSR,-0.379134,2.17329,2.552424
FOYFAC_FSR,-0.48966800000000005,1.9848119999999998,2.47448
FOYSOB_FSR,0.019568000000000002,4.034422,4.0148540000000015
FOZDUV_FSR,1.079102,3.980979,2.9018770000000003
FOZHUX11_FSR,1.797622,2.956596,1.1589739999999995
FOZQUI_FSR,0.62816,1.495745,0.867585
FUBCIP_FSR,0.356713,3.38081,3.0240970000000003
FUBFEP_FSR,-0.862042,1.917717,2.779759
FUBLOF_FSR,-0.37353800000000004,2.681899,3.055437
FUDQIF_FSR,-1.966447,0.420519,2.386966
FUDYAG_FSR,0.940564,0.964834,0.024270000000000014
FUFLEY_FSR,-0.917602,0.736745,1.654347
FUFNAW_FSR,-0.377777,2.699088,3.076865
FUFNEA_FSR,-0.24714499999999998,2.680961,2.928106
FUFNIE_FSR,-0.22788000000000003,2.726929,2.954809
FUFPOL_FSR,-0.484242,2.1425110000000003,2.626753
FUFROO_FSR,-0.326808,2.98656,3.313368
FUFXUA_FSR,-0.538556,2.344113,2.882669
FUFYEL01_FSR,2.368733,2.72963,0.3608969999999996
FUGBAK_FSR,-0.326461,2.824941,3.151402
FUGBEO_FSR,-0.341505,2.632448,2.9739530000000003
FUGBUE_FSR,-0.0014529999999999999,2.856563,2.858016
FUGCAL_FSR,0.622034,3.266232,2.6441980000000003
FUGGIZ_FSR,0.450665,1.287081,0.8364159999999999
FUGWUB_FSR,-0.32011799999999996,2.713582,3.0337
FUHMEC_FSR,0.5664520000000001,1.2946,0.7281479999999999
FUHMIG_FSR,0.556118,1.4891969999999999,0.933079
FUHNON_FSR,1.642677,3.144237,1.50156
FUHNUT_FSR,1.24227,2.296707,1.054437
FUHPAB_FSR,1.7491009999999998,3.057764,1.308663
FUHPUT_FSR,-0.180758,2.9473700000000003,3.128128
FUHYUD_FSR,-1.241285,3.5643910000000005,4.805676
FUJHAV_FSR,-0.921465,2.0474360000000003,2.968901
FUJMUU_FSR,1.073926,3.022377,1.948451
FUJRIM_FSR,-0.531135,3.972722,4.503857
FUMCUL_FSR,1.162866,3.6550860000000003,2.49222
FUMDOG_FSR,-0.28323000000000004,2.7075110000000002,2.990741
FUMHOM_FSR,-2.444974,2.235459,4.680433000000002
FUMQAF_FSR,1.1003450000000001,2.108678,1.008333
FUQDUS_FSR,-0.5344939999999999,2.726588,3.261082
FUQFAA_FSR,-0.264935,2.703785,2.9687200000000002
FUQHOP_FSR,0.520363,2.21228,1.6919169999999997
FUQKEI_FSR,-0.08664,0.8756360000000001,0.962276
FUQMUB_FSR,-0.301329,2.361334,2.6626630000000002
FURHIJ01_FSR,0.178919,1.725134,1.546215
FURQAL_FSR,0.5226569999999999,1.407928,0.8852709999999999
FURSIV01_FSR,0.325561,2.175687,1.850126
FURYIB_FSR,0.515514,1.232968,0.717454
FUSPIS10_FSR,0.213025,1.333936,1.120911
FUSSIW_FSR,0.16031199999999998,4.997235,4.8369230000000005
FUSVIZ_FSR,0.811263,1.297651,0.4863880000000002
FUTQOC_FSR,1.1523219999999998,2.611728,1.4594059999999998
FUVYEB01_FSR,1.328192,3.9561330000000003,2.627941
FUVYEB_FSR,0.987416,3.780506,2.7930900000000003
FUWROE_FSR,1.149517,4.5848,3.4352830000000005
FUXBUX_FSR,-0.728066,2.684891,3.412957
FUXCEI_FSR,-0.542617,1.056538,1.5991549999999999
FUXLUF_FSR,0.6925140000000001,1.638196,0.945682
FUXWIG_FSR,0.513606,3.3555099999999998,2.8419040000000004
FUYDOS_FSR,-0.31455500000000003,2.7599259999999997,3.074481
FUYTID01_FSR,1.3620459999999999,2.243723,0.881677
FUYYAA_FSR,0.096481,1.041463,0.944982
FUYYUU_FSR,-0.796234,2.089867,2.886101
FUZVAZ_FSR,-0.07080499999999999,1.5462559999999999,1.617061
FUZWED_FSR,-0.158707,2.776521,2.935228
FUZWIH_FSR,1.205749,1.651097,0.4453480000000001
FUZXAA_FSR,0.48989399999999994,1.51575,1.025856
FUZYOP_FSR,-1.094174,3.182425,4.276599
FUZYUV_FSR,-0.42495600000000006,1.8056240000000001,2.23058
GABCOE_FSR,0.383768,1.9166849999999998,1.532917
GABDAP_FSR,0.807104,4.920831,4.113727
GABHOH_FSR,2.645259,3.594372,0.949113
GABHUN_FSR,2.702219,3.5957760000000003,0.8935569999999999
GABSAG_FSR,-0.9209229999999999,0.406746,1.327669
GACHEX_FSR,-0.38263,2.503215,2.885845
GACSOS01_FSR,-0.673737,1.774514,2.448251
GACTIQ_FSR,0.320735,2.913857,2.593122
GACTUA_FSR,1.682907,2.342694,0.6597869999999999
GACWIT_FSR,0.288921,2.0743270000000003,1.7854059999999998
GADCUM_FSR,-0.329953,3.380978,3.710931
GADDEX_FSR,0.271805,3.730398,3.458593
GADDOH_FSR,-0.7492979999999999,2.6663580000000002,3.415656
GADLED_FSR,-0.331769,2.1511139999999997,2.482883
GADRUB_FSR,0.42882200000000004,2.204919,1.7760969999999998
GADSAI_FSR,0.526069,2.3424869999999998,1.816418
GADWAL_FSR,1.4659149999999999,1.848959,0.383044
GADYUH_FSR,-0.569919,0.247193,0.817112
GADZIU_FSR,-0.083957,2.8310020000000002,2.914959
GAFFUP_FSR,-1.156041,1.699073,2.8551140000000004
GAFLAC_FSR,0.849859,1.666121,0.8162619999999999
GAFLEG_FSR,0.8312809999999999,1.589474,0.758193
GAFNUY_FSR,0.767931,5.455605,4.6876739999999995
GAFPAG_FSR,0.29605,5.19705,4.901
GAFPEK_FSR,0.312899,5.228581,4.915682
GAFPIO_FSR,0.34533,5.2678910000000005,4.922561
GAFQAH_FSR,0.294844,5.225082,4.930237999999999
GAFXIV_FSR,-0.953523,3.544378,4.497901000000001
GAFXOB_FSR,-0.476498,3.85742,4.333918
GAGDAW_FSR,-0.249464,2.589701,2.839165
GAGJIK_FSR,1.410468,1.8904130000000001,0.4799449999999998
GAGWUH01_FSR,0.936465,1.770011,0.8335459999999999
GAHBEX_FSR,0.425496,2.909061,2.483565
GAHVIW_FSR,1.0010780000000001,1.826739,0.8256610000000001
GAHZAS_FSR,0.15854000000000001,1.167765,1.009225
GAHZUM_FSR,0.038592,0.9792709999999999,0.940679
GAHZUN_FSR,2.364471,3.532161,1.16769
GAJBEA_FSR,0.077795,1.055165,0.97737
GAJBEB_FSR,2.490945,3.205102,0.7141570000000002
GAJBOK_FSR,0.093102,1.079547,0.9864450000000001
GAJCAX_FSR,0.704325,1.355717,0.6513920000000001
GAJDIH_FSR,2.368398,3.5442080000000002,1.1758099999999998
GAJREQ01_FSR,-0.7895939999999999,2.216339,3.005933
GAJROA_FSR,-0.5533939999999999,2.5754200000000003,3.128814
